Keyword,Difficulty,Position,"Previous position","Position Serp Features","Search vol.","Search intent","SERP features",Competition,CPC,URL,Traffic,"Traffic share","Traffic cost"
skechers,85,14,34,,301000,C,"Reviews, Sitelinks, Video, Knowledge graph, Shopping results, Related searches, Image",0.95,0.02,https://www.nykaa.com/brands/skechers/c/23826,1179,0.02,23.59
"rica wax",70,5,3,Reviews,40500,C,"Reviews, Video, People also ask, Knowledge graph, Shopping results, Related searches, Image",0.97,0.01,https://www.nykaa.com/brands/rica/c/1809,1177,0.02,11.77
"bioderma face wash",70,4,4,,27100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/dp/bioderma-face-wash,1176,0.02,35.29
"nat habit",84,5,3,,49500,"L, C","Reviews, Sitelinks, Video, People also ask, Top Ads, Shopping results, GMB, Related searches",1,0.1,https://www.nykaa.com/brands/nat-habit/c/24386,1175,0.02,117.53
o3,77,2,3,Reviews,14800,"I, N","Reviews, Sitelinks, Video, People also ask, Images, Bottom Ads, FAQ",0.71,0.15,https://www.nykaa.com/brands/o3/c/1918,1173,0.02,176.1
"vitamin e capsule",72,10,26,,246000,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.67,0.01,https://www.nykaa.com/dp/vitamin-e-capsule,1169,0.02,11.7
jhumkas,62,11,14,,165000,C,"Reviews, Video, Shopping results, Related searches, Image",0.95,0.02,https://www.nykaa.com/jewellery-accessories/earrings/jhumkis/c/11369,1167,0.02,23.35
"primer for face",57,2,1,,8100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/makeup/face/face-primer/c/233,1164,0.02,23.29
"asics shoes",78,9,10,,135000,C,"Reviews, Sitelinks, Video, People also ask, Top Ads, Shopping results, Related searches, Image",0.99,0.01,https://www.nykaa.com/brands/asics/c/17150,1161,0.02,11.62
"guess bags",71,5,6,Reviews,40500,C,"Reviews, Video, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/brands/guess-bags/c/18334,1161,0.02,23.23
"liquid lip",57,1,1,,14800,C,"Reviews, People also ask, Images, Shopping results, Videos Block, Related searches, Image",1,0.01,https://www.nykaa.com/makeup/lips/liquid-lipstick/c/263,1159,0.02,11.6
"eyelash curler",69,1,1,,14800,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.96,0.01,https://www.nykaa.com/makeup/tools-brushes/eyelash-curlers/c/272,1159,0.02,11.6
"liquid lipstick",59,2,2,,14800,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/makeup/lips/liquid-lipstick/c/263,1159,0.02,11.6
"loose powder",63,2,1,Reviews,14800,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/makeup/face/loose-powder/c/229,1159,0.02,23.2
"eye cream",67,2,2,,14800,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",1,0.04,https://www.nykaa.com/skin/eye-care/under-eye-cream-serums/c/8403,1159,0.02,46.38
"lakme sunscreen",65,6,7,Image,74000,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/brands/lakme/sunscreen/c/3329,1157,0.02,23.16
earrings,59,27,27,,368000,C,"Reviews, Images, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/jewellery-accessories/earrings/c/11364,1155,0.02,34.68
"dot and key lip balm",69,2,3,"Reviews, Image",22200,C,"Reviews, Sitelinks, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/dot-key-gloss-boss-tinted-lip-balm-spf-30-vitamin-c-e/p/7107244,1153,0.02,23.06
"best face wash for oily skin",64,5,1,Image,40500,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/skin-type-collection/best-face-wash-for-oily-skin-online-sale/c/6191,1151,0.02,34.54
"clean and clear face wash",68,7,8,Reviews,74000,C,"Reviews, People also ask, Shopping results, Related searches",0.98,0.01,https://www.nykaa.com/clean-clear-foaming-face-wash/p/5939,1149,0.02,11.5
"moisturizer for acne prone skin",53,2,2,Image,8100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0,0,https://www.nykaa.com/dp/moisturizers-for-acne,1143,0.02,0
"strobe cream",67,6,4,"Reviews, Image",60500,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/m-a-c-strobe-cream/p/91545,1142,0.02,22.86
"kojic acid cream",65,6,10,"Reviews, Image",60500,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/the-derma-co-kojic-acid-cream-for-pigmentation-30gm/p/1018091,1142,0.02,22.86
"bella vita",90,17,10,Reviews,301000,C,"Reviews, Video, People also ask, Images, Top Ads, Shopping results, See results about, Related searches, Image",1,0.08,https://www.nykaa.com/bella-vita-organic-luxury-perfumes-gift-set-for-women/p/1462600,1140,0.02,91.24
"nykaa store near me",71,2,2,,27100,"L, C","Local pack, Reviews, Video, Related searches",0.12,0.18,https://www.nykaa.com/stores-n-events-msite,1138,0.02,204.88
"casio watches",69,27,15,Reviews,368000,C,"Reviews, Sitelinks, Video, Shopping results, Related searches, Image",0.97,0.01,https://www.nykaa.com/brands/casio/c/19793,1132,0.02,11.32
"derma co sunscreen stick",51,2,2,"Reviews, Image",8100,C,"Reviews, Video, People also ask, Knowledge graph, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/the-derma-co-hyaluronic-sunscreen-stick/p/9917693,1132,0.02,33.98
"nykaa sale",76,2,3,,18100,T,"Reviews, Video, People also ask, Images, Bottom Ads, Shopping results, Related searches, Image",0.93,0.05,https://www.nykaa.com/sp/main-sale-page/mega-sale,1127,0.02,56.37
"nykaa cosmetics",79,2,1,Image,9900,C,"Reviews, Video, People also ask, Bottom Ads, Shopping results, Related searches, Image",0.93,0.13,https://www.nykaa.com/brands/nykaa-cosmetics/c/1937,1124,0.02,146.22
"watches for womens",60,17,16,,301000,C,"Reviews, Video, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/jewellery-accessories/watches/women-s-watches/c/11397,1120,0.02,11.21
perfume,63,17,26,,301000,C,"Reviews, Images, Shopping results, Related searches, Image",0.86,0.03,https://www.nykaa.com/fragrance/c/53,1120,0.02,33.63
"best toner",58,2,1,,8100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/skin/toners-mists/c/8391,1118,0.02,22.38
"best concealer",64,2,1,,8100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.09,https://www.nykaa.com/makeup/face/face-concealer/c/234,1118,0.02,100.69
"best primer",64,2,1,,8100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.04,https://www.nykaa.com/makeup/face/face-primer/c/233,1118,0.02,44.75
"best hair colour men",49,1,3,,8100,C,"Reviews, Video, People also ask, Shopping results, Videos Block, Image",0.99,0.01,https://www.nykaa.com/dp/hair-color-for-men,1118,0.02,11.19
"dot and key moisturizer",64,6,8,"Reviews, Image",49500,C,"Reviews, People also ask, Top Ads, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/dot-key-vitamin-c-e-super-bright-moisturizer/p/2793282,1117,0.02,33.52
"derma roller",79,9,13,"Reviews, Image",135000,C,"Reviews, Video, People also ask, Shopping results, See results about, Related searches, Image",1,0.02,https://www.nykaa.com/sotrue-derma-roller-for-hair-growth-0-5-mm-with-540-titanium-needles/p/5033701,1116,0.02,22.33
pores,82,4,4,,33100,I,"Featured snippets, Video, People also ask, Related searches",0,0.23,https://www.nykaa.com/skin/shop-by-concern/pores/c/8449,1112,0.02,255.87
"cetaphil sunscreen",67,5,4,"Reviews, Image",49500,C,"Reviews, Video, People also ask, Images, Bottom Ads, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/cetaphil-sun-spf-50-gel/p/930182,1111,0.02,22.24
"stayfree pads",71,6,5,,90500,C,"Reviews, Video, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/brands/stayfree/c/1036,1110,0.02,22.21
"nail paint",63,4,4,,33100,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",0.96,0.01,https://www.nykaa.com/makeup/nails/nail-polish/c/255,1108,0.02,11.08
"hair setting spray",73,3,3,,14800,C,"Reviews, Video, People also ask, Shopping results, Related searches",1,0.02,https://www.nykaa.com/hair-care/hair-styling/hair-spray/c/332,1102,0.02,22.04
brillare,76,2,2,Image,12100,"I, N","Reviews, Sitelinks, Video, People also ask, Top Ads, See results about, Related searches, Image",1,0.12,https://www.nykaa.com/brands/brillare/c/6112,1098,0.02,131.77
"night cream for oily skin",57,1,2,,6600,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/dp/night-cream-for-oily-skin,1097,0.02,21.95
"foundation for oily skin",66,1,1,,6600,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.03,https://www.nykaa.com/foundation-for-oily-skin/c/6958,1097,0.02,32.93
"hair perfume",49,2,,,6600,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/hair-perfume/c/5840,1097,0.02,10.98
fragrances,56,3,2,,33100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.2,0.1,https://www.nykaa.com/fragrance/c/53,1095,0.02,109.6
"blue heaven",69,4,2,Reviews,27100,I,"Reviews, Video, People also ask, Related searches, Image",0.53,0.01,https://www.nykaa.com/brands/blue-heaven/c/2298,1090,0.02,10.9
"st botanica",88,5,3,Image,90500,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches, Image",0.98,0.03,https://www.nykaa.com/brands/st-botanica/c/2529,1090,0.02,32.72
"lipstick brands",70,2,2,,12100,C,"Video, People also ask, Shopping results, Related searches, Image",0.95,0.01,https://www.nykaa.com/makeup/lips/lipstick/c/249,1086,0.02,10.87
eyebrow,73,6,6,,74000,"L, C","Local pack, Reviews, Video, People also ask, Images, Related searches, Image",0.01,0.06,https://www.nykaa.com/makeup/eyes/eye-brow-enhancer/c/245,1085,0.02,65.15
sol,78,28,12,,368000,"I, N","Reviews, Sitelinks, Video, Knowledge graph, Related searches",0,0.71,https://www.nykaa.com/luxe/brands/sol-de-janeiro/c/20011,1084,0.02,769.85
"mac foundation",78,4,5,Image,33100,C,"Reviews, Sitelinks, Video, People also ask, Top Ads, Bottom Ads, Shopping results, See results about, Related searches, Image",1,0.03,https://www.nykaa.com/luxe/brands/mac/foundation/c/4054,1078,0.02,32.34
"removing tan",77,4,3,,33100,I,"Featured snippets, Reviews, Video, People also ask, Images, Related searches",0.95,0.02,https://www.nykaa.com/beauty-blog/how-to-remove-tan-using-simple-home-remedies/,1077,0.02,21.54
"best compact powder",56,2,1,Reviews,8100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/makeup/face/compact/c/231,1076,0.02,21.53
"under eye patches",68,2,2,,12100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/skin/eye-care/eye-masks/c/8406,1075,0.02,21.5
tweezer,60,5,5,,40500,C,"Reviews, Video, People also ask, Knowledge graph, Shopping results, Related searches, Image",0.97,0.02,https://www.nykaa.com/makeup/tools-brushes/tweezers/c/273,1075,0.02,21.51
"oily skin sunscreen",60,8,9,,110000,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/editor-s-choice/best-oily-skin-sunscreens-online-sale/c/10017,1074,0.02,10.75
"best perfume for men",58,9,9,,135000,C,"Reviews, Video, People also ask, Images, Bottom Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/fragrance/men/perfumes-edt-edp/c/974,1073,0.02,21.46
jumki,83,10,18,Image,165000,C,"Reviews, Video, People also ask, Images, Knowledge graph, Shopping results, Related searches, Image",0.95,0.02,https://www.nykaa.com/peora-oxidized-german-silver-handcrafted-jhumka-jumki-for-women-and-girls/p/534892,1067,0.02,21.36
"lens for eyes",71,5,7,Reviews,60500,C,"Reviews, Video, People also ask, Images, Top Ads, Bottom Ads, Shopping results, Related searches, Image",0.93,0.05,https://www.nykaa.com/makeup/eyes/contact-lenses/c/2440,1065,0.02,53.26
"haircuts for long curly hair",68,1,1,,5400,I,"Video, People also ask, Images, Related searches, Image",0,0,https://www.nykaa.com/beauty-blog/inspo-on-curls-best-haircuts-for-curly-hair/,1064,0.02,0
"nykaa lipstick",84,3,3,,22200,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/brands/nykaa-cosmetics/lipsticks/c/5035,1061,0.02,21.22
sparsh,73,29,42,,368000,"I, N","Reviews, Sitelinks, Video, Images, Related searches",0,0,https://www.nykaa.com/brands/mother-sparsh/c/4442,1060,0.02,0
"mederma cream price",82,2,6,,18100,C,"Featured snippets, People also ask, Shopping results, Related searches, Image",0.94,0.01,https://www.nykaa.com/dp/mederma-cream,1060,0.02,10.61
"facial hair remover",78,5,4,,49500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/personal-care-appliances/hair-removal-tools/c/1384,1059,0.02,21.2
"micellar water",70,3,2,,27100,C,"Featured snippets, Reviews, Video, People also ask, Knowledge graph, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/skin/cleansers/micellar-water/c/25746,1058,0.02,21.16
"india beauty",59,2,3,,9900,"L, C","Local pack, Reviews, Video, People also ask, Images, See results about, Related searches",0,0.18,https://www.nykaa.com/,1055,0.02,189.97
"cai store",75,2,3,Image,14800,"I, N","Reviews, Sitelinks, Video, People also ask, Knowledge graph, Top Ads, Related searches, Image",0.97,0.06,https://www.nykaa.com/brands/the-cai-store/c/14666,1054,0.02,63.26
"talc powder",87,3,6,,33100,C,"Reviews, People also ask, Images, Knowledge graph, Shopping results, Related searches, Image",0.65,0.01,https://www.nykaa.com/bath-body/body-care/talcum-powder/c/374,1052,0.02,10.52
xx3,78,3,5,"Reviews, Image",14800,I,"Reviews, Video, People also ask, Image",0,0,https://www.nykaa.com/engage-cologne-spray-xx3-for-men/p/18428,1052,0.02,0
"nailpaint color",58,4,3,Reviews,18100,I,"Reviews, People also ask, Related searches, Image",0.96,0.01,https://www.nykaa.com/makeup/nails/nail-polish/c/255,1050,0.02,10.51
"body lotion for dry skin",67,2,2,Reviews,22200,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/bath-body/body-care/body-lotions-moisturizers/c/371,1048,0.02,20.97
makeup,68,10,9,Image,165000,C,"Reviews, Video, Images, Shopping results, Related searches, Image",0.5,0.13,https://www.nykaa.com/,1045,0.02,135.91
"rangoli kolam",100,20,27,,301000,I,"Reviews, Video, Related searches, Image",0,0,https://www.nykaa.com/island-rangoli-kolam-rangoli-12-inches-set-of-4-regional-rangoli/p/13088298,1042,0.02,0
"razor for women",70,2,3,,22200,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/bath-body/female-grooming/body-razors-cartridges/c/25321,1041,0.02,20.83
eyeshadow,55,5,6,,49500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.95,0.02,https://www.nykaa.com/makeup/eyes/eyeshadow/c/242,1038,0.02,20.76
"lacto calamine lotion",68,5,8,Reviews,49500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.98,0.01,https://www.nykaa.com/brands/lacto-calamine/c/706,1036,0.02,10.36
"best body wash",52,1,1,Image,9900,C,"Reviews, Video, People also ask, Bottom Ads, Shopping results, Related searches, Image",1,0.16,https://www.nykaa.com/bath-body/bath-and-shower/shower-gels-body-wash/c/368,1035,0.02,165.67
rollers,78,3,5,,27100,"L, C","Local pack, Reviews, Video, Images, Shopping results, Related searches, Image",0.28,0.01,https://www.nykaa.com/hair-care/tools-and-accessories/rollers-curlers/c/363,1034,0.02,10.35
"hair curler rollers",78,2,3,,22200,C,"Reviews, Video, People also ask, Images, Top Ads, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/hair-care/tools-and-accessories/rollers-curlers/c/363,1034,0.02,20.69
"buy 1 get 1",44,1,3,Image,5400,I,"Reviews, Bottom Ads, Related searches, Image",0.16,0.04,https://www.nykaa.com/single-s-day/buy-1-get-1/c/22240,1033,0.02,41.34
"unwanted 72",75,9,,,135000,I,"Reviews, Video, People also ask, Related searches, Image",0,0,https://www.nykaa.com/brands/unwanted-72/c/32811,1032,0.02,0
pilgrims,86,5,4,,40500,"I, N","Reviews, Sitelinks, Video, Top stories, People also ask, Top Ads, Related searches, Image",0.98,0.15,https://www.nykaa.com/brands/pilgrim/c/13227,1031,0.02,154.66
"streax hair serum",64,7,7,"Reviews, Image",90500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.01,https://www.nykaa.com/streax-professional-vitariche-gloss-hair-serum/p/481173,1031,0.02,10.32
"streax hair colour",65,4,8,,33100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.01,https://www.nykaa.com/brands/streax/c/8926,1028,0.02,10.28
"toner for oily skin",72,3,3,,18100,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/dp/toners-for-oily-skin,1027,0.02,20.55
"hair serum for women",75,4,4,,33100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.04,https://www.nykaa.com/hair-care/hair/hair-serum/c/320,1027,0.02,41.1
"face scrubber",67,3,2,,33100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/personal-care-appliances/face-skin-tools/cleansing-brushes/c/43,1027,0.02,20.55
"best hair serum",66,3,3,Image,22200,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.07,https://www.nykaa.com/hair-care/hair/hair-serum/c/320,1027,0.02,71.94
"dry skin face wash",62,3,1,,18100,C,"Reviews, People also ask, Shopping results, Related searches, Image",0.99,0.15,https://www.nykaa.com/skin-type-collection/best-face-wash-for-dry-skin-online-sale/c/6185,1027,0.02,154.12
"tom ford perfume",67,4,3,,33100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/luxe/brands/tom-ford/c/21480,1026,0.02,10.26
"nykaa store",52,1,1,"Local pack",4400,"L, C","Local pack, Reviews, Video, People also ask, Images, Top Ads, Related searches, Image",0.57,0.13,http://www.nykaa.com/,1024,0.02,133.17
"maybelline foundation",73,4,5,"Reviews, Image",33100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.11,https://www.nykaa.com/maybelline-new-york-fit-me-matte-poreless-foundation/p/31074,1023,0.02,112.64
"forever52 foundation",71,4,2,"Reviews, Image",33100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.04,https://www.nykaa.com/daily-life-forever52-ultra-definition-liquid-foundation/p/401077,1023,0.02,40.96
"nivea body lotion",69,7,6,,74000,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/brands/nivea/body-lotion/c/3273,1012,0.02,20.25
"dove shampoo",77,7,6,Image,74000,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.03,https://www.nykaa.com/brands/dove/shampoo/c/3247,1012,0.02,30.37
kapiva,88,6,8,"Reviews, Image",60500,"L, C","Reviews, Sitelinks, Video, People also ask, Top Ads, Shopping results, GMB, Related searches, Image",1,0.06,https://www.nykaa.com/brands/kapiva-ayurveda/c/5239,1011,0.02,60.67
"raaga de tan",63,5,4,"Reviews, Image",33100,C,"Reviews, Video, People also ask, Top Ads, Shopping results, Related searches, Image",0.98,0.02,https://www.nykaa.com/raaga-professional-detan-tan-removal-cream/p/508554,1004,0.02,20.1
"cosmetic store near me",65,9,,,110000,"L, C","Local pack, Reviews, Video, Related searches, Image",0.06,0.32,https://www.nykaa.com/stores-n-events-msite,1004,0.02,321.6
muscleblaze,73,19,16,,301000,C,"Reviews, Sitelinks, Video, People also ask, Top Ads, Shopping results, X (ex-Twitter), Related searches, Image",0.96,0.06,https://www.nykaa.com/brands/muscleblaze/c/14478,1003,0.02,60.24
"watch for women",56,23,33,,301000,C,"Reviews, Bottom Ads, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/jewellery-accessories/watches/women-s-watches/c/11397,1003,0.02,10.04
"lip liner",63,3,1,,22200,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/makeup/lips/lip-liner/c/251,998,0.02,19.96
"nykaa luxe",77,3,3,"Local pack",18100,"L, N","Local pack, Reviews, Sitelinks, Video, People also ask, Related searches, Image",0.35,0.11,http://www.nykaa.com/,998,0.02,109.84
"cleansing milk",60,3,1,,22200,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/best-makeup-removers-online-sale/best-cleansing-milk-online-sale/c/3578,998,0.02,19.96
"huda beauty lipstick",70,3,3,Image,22200,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/luxe/brands/huda-beauty/lipstick/c/10495,998,0.02,19.96
"hair brush",64,4,4,,22200,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.97,0.02,https://www.nykaa.com/hair-care/tools-and-accessories/hair-brushes/c/2048,998,0.02,19.96
nivea,75,4,6,Image,40500,C,"Reviews, Sitelinks, Video, Knowledge graph, Shopping results, Related searches, Image",0.69,0.02,https://www.nykaa.com/brands/nivea/c/645,997,0.02,19.95
cheryl's,59,1,1,Image,4400,"L, C","Reviews, Video, People also ask, X (ex-Twitter), GMB, Related searches, Image",0.12,0.02,https://www.nykaa.com/brands/cheryl-s-cosmeceuticals/c/1888,995,0.02,19.9
"vitamin e capsules",81,11,16,,246000,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.67,0.01,https://www.nykaa.com/dp/vitamin-e-capsule,995,0.02,9.96
"bella vitta",70,5,5,,74000,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Images, Top Ads, Shopping results",1,0.08,https://www.nykaa.com/brands/bella-vita-organic/c/7469,994,0.02,79.56
"lotus herbals",77,2,2,,18100,C,"Reviews, Sitelinks, Video, People also ask, Top Ads, Shopping results, Related searches, Image",0.99,0.1,https://www.nykaa.com/brands/lotusherbals/c/670,992,0.02,99.28
kays,76,4,23,,49500,"L, N","Local pack, Reviews, Sitelinks, Video, Images, Related searches, Image",0,0.06,https://www.nykaa.com/brands/kay-beauty/c/11433,990,0.02,59.41
"dry hair mask",67,2,7,,12100,C,"Reviews, Video, People also ask, Images, Shopping results, Image",1,0.02,https://www.nykaa.com/hair-care/hair/hair-creams-masks/c/2041,990,0.02,19.82
loreal,78,6,10,Reviews,90500,C,"Reviews, Sitelinks, Video, People also ask, Images, Knowledge graph, Bottom Ads, Shopping results, Related searches, Image",0.87,0.15,https://www.nykaa.com/brands/loreal-paris/c/595,989,0.02,148.49
"best moisturizer for combination skin",78,3,1,,14800,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/moisturizers-buying-guide/best-moisturizers-for-combination-skin-online-sale/c/10996,982,0.02,19.66
"gua sha stone",83,3,5,"Reviews, Image",14800,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/le-marbelle-green-jade-gua-sha-stone-massage-tool/p/677934,982,0.02,9.83
"mucin power essence",46,2,2,"Reviews, Image",8100,C,"Reviews, Video, People also ask, Knowledge graph, Shopping results, Videos Block, Related searches, Image",1,0.04,https://www.nykaa.com/cosrx-advanced-snail-96-mucin-power-essence/p/757628,981,0.02,39.27
"menstrual cup",73,13,26,,246000,C,"Reviews, Video, People also ask, Top Ads, Shopping results, Videos Block, Related searches, Image",0.99,0.02,https://www.nykaa.com/bath-body/feminine-hygiene/menstrual-cups/c/9475,979,0.02,19.6
"bella vita perfume",77,14,19,"Reviews, Image",246000,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/bella-vita-organic-luxury-perfumes-gift-set-for-women/p/1462600,979,0.02,29.4
"best aloe vera gel",66,2,2,,12100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.01,https://www.nykaa.com/dp/aloe-vera-hair-gels,977,0.02,9.77
"ponds light moisturizer",67,3,4,"Reviews, Image",18100,C,"Reviews, Video, People also ask, Knowledge graph, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/ponds-light-moisturiser-non-oily-fresh-feel/p/157351,974,0.02,19.5
"face sunscreen",58,1,2,,6600,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/skin/sun-care/face-sunscreen/c/8429,972,0.02,19.44
"cleanser for dry skin",49,1,2,,6600,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.05,https://www.nykaa.com/dp/cleansers-for-dry-skin,972,0.02,48.61
"moisturizer cream for face",52,1,1,,6600,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/skin/moisturizers/face-moisturizer-day-cream/c/8394,970,0.02,19.41
essences,80,4,7,Reviews,27100,"L, C","Local pack, Reviews, Video, People also ask, Images, See results about, Related searches",0.23,0.1,https://www.nykaa.com/brands/essence/c/3364,968,0.02,96.83
"body wash for women",63,4,5,,27100,C,"Reviews, People also ask, Images, Bottom Ads, Shopping results, Related searches, Image",1,0.17,https://www.nykaa.com/bath-body/bath-and-shower/shower-gels-body-wash/c/368,968,0.02,164.72
benetint,63,2,1,"Reviews, Image",9900,C,"Reviews, Video, People also ask, Images, Knowledge graph, Shopping results, Related searches, Image",0.98,0.04,https://www.nykaa.com/benefit-cosmetics-benetint-rose-tinted-lip-cheek-stain/p/601752,966,0.02,38.67
perfumes,63,25,35,,301000,C,"Reviews, Bottom Ads, Shopping results, Related searches, Image",0.86,0.03,https://www.nykaa.com/fragrance/women/c/54,964,0.02,28.95
fabindia,78,24,35,Image,301000,"L, C","Local pack, Reviews, Sitelinks, Video, Images, Knowledge graph, Top Ads, Shopping results, Related searches, Image",0.99,0.11,https://www.nykaa.com/brands/fabindia/c/610,964,0.02,106.14
"sunscreen for women",67,4,2,,22200,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/dp/sunscreen-for-women,963,0.02,19.28
"benzoyl peroxide face wash",76,4,1,Image,22200,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/be-bodywise-2percent-benzoyl-peroxide-face-wash/p/10764443,963,0.02,19.28
"lips lip balm",69,11,19,,135000,C,"Reviews, Video, People also ask, Images, Shopping results, Videos Block, Image",1,0.02,https://www.nykaa.com/makeup/lips/lip-balm/c/254,963,0.02,19.26
lotus,75,14,,,246000,"I, N","Reviews, Sitelinks, Video, Images, Knowledge graph, Related searches, Image",0.1,0.15,https://www.nykaa.com/brands/lotusherbals/c/670,963,0.02,144.6
"derma sunscreen",74,4,5,"Reviews, Image",22200,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/the-derma-co-1percent-hyaluronic-sunscreen-aqua-gel-spf-50/p/10786853,963,0.02,28.91
"moisturizer in face",73,3,1,,22200,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/skin/moisturizers/face-moisturizer-day-cream/c/8394,963,0.02,19.28
